depth,action,visits,prior_prob,c_puct,puct_explore,mean_q_value,puct_score,Meth_State,el_price,pot_reward
0,3,14,0.2019946426153183,1.8329091229351038,0.32063536036217843,6.152230421702067,6.472865782064246,3,3.0300000000000002,101.51151512801424
1,3,3,0.20040732622146606,1.8329091229351038,0.31811574025066464,6.124524116516113,6.442639856766778,3,3.0300000000000002,101.51151512801424
2,4,1,0.0,0.0,0.0,0.0,0.0,4,3.7090000000000005,85.3141288922616
2,1,1,0.0,0.0,0.0,0.0,0.0,1,3.7090000000000005,85.3141288922616
1,1,3,0.20079317688941956,1.8329091229351038,0.3187282187122883,6.113371690114339,6.432099908826627,1,3.0300000000000002,101.51151512801424
2,1,1,0.0,0.0,0.0,0.0,0.0,1,3.7090000000000005,85.3141288922616
2,2,1,0.0,0.0,0.0,0.0,0.0,2,3.7090000000000005,85.3141288922616
1,4,4,0.20057807862758636,1.8329091229351038,0.3183867833761665,6.126522382100423,6.44490916547659,4,3.0300000000000002,101.51151512801424
2,4,1,0.0,0.0,0.0,0.0,0.0,4,3.7090000000000005,85.3141288922616
2,0,1,0.0,0.0,0.0,0.0,0.0,0,3.7090000000000005,85.3141288922616
2,1,1,0.0,0.0,0.0,0.0,0.0,1,3.7090000000000005,85.3141288922616
1,0,3,0.20057278871536255,1.8329091229351038,0.31837838645588085,6.102476596832275,6.420854983288156,0,3.0300000000000002,101.51151512801424
2,0,1,0.0,0.0,0.0,0.0,0.0,0,3.7090000000000005,85.3141288922616
2,1,1,0.0,0.0,0.0,0.0,0.0,1,3.7090000000000005,85.3141288922616
