depth,action,visits,prior_prob,c_puct,puct_explore,mean_q_value,puct_score,Meth_State,el_price,pot_reward
0,2,15,0.19868922233581543,1.8754687373538999,0.22392602194590175,3.3324471950531005,3.556373216999002,2,4.247999999999999,71.76500789249265
1,1,3,0.19952039420604706,1.8754687373538999,0.33729414947424186,3.3258448441823325,3.6631389936565744,1,4.247999999999999,71.76500789249265
2,0,1,0.0,0.0,0.0,0.0,0.0,0,4.247999999999999,71.76500789249265
2,1,1,0.0,0.0,0.0,0.0,0.0,1,4.247999999999999,71.76500789249265
1,3,4,0.20252928137779236,1.8754687373538999,0.3423807474809083,3.3256816069285073,3.6680623544094155,2,4.247999999999999,71.76500789249265
2,1,1,0.0,0.0,0.0,0.0,0.0,1,4.247999999999999,71.76500789249265
2,0,1,0.0,0.0,0.0,0.0,0.0,0,4.247999999999999,71.76500789249265
2,3,1,0.0,0.0,0.0,0.0,0.0,2,4.247999999999999,71.76500789249265
1,4,4,0.20115365087985992,1.8754687373538999,0.2720441681449107,3.3286171555519104,3.600661323696821,2,4.247999999999999,71.76500789249265
2,3,1,0.0,0.0,0.0,0.0,0.0,2,4.247999999999999,71.76500789249265
2,4,1,0.0,0.0,0.0,0.0,0.0,2,4.247999999999999,71.76500789249265
2,0,1,0.0,0.0,0.0,0.0,0.0,0,4.247999999999999,71.76500789249265
1,0,3,0.19939856231212616,1.8754687373538999,0.3370881896514257,3.3234493732452393,3.660537562896665,0,4.247999999999999,71.76500789249265
2,0,1,0.0,0.0,0.0,0.0,0.0,0,4.247999999999999,71.76500789249265
2,1,1,0.0,0.0,0.0,0.0,0.0,1,4.247999999999999,71.76500789249265
